Site,Year,Week,Org Code,Org Name,Mch Code,Criticality,Priority Id,Object Description,Wo No,Actual Reg Date,Actual Start Date,Actual Finish Date,Reaction Hours,Repair Hours,Downtime Hours,Err Cause,Err Cause Descr,Err Type,Err Type Descr,Performed Action Id,Performed Action Descr,Err Class,Err Class Descr,Work Type Category,Work Type Id,Work Type Descr,Wo Status Id
AEAD,2023,202327,MAINT,Maintenance,010-0104-00,2,1,POT WASHING UNIT FOR RECLAIMER,791220,01-04-22 07:59,05-07-23 08:00,05-07-23 08:00,11040,1,0,C12,Timebased Maintenance,T1,Maintenance,P3,,CL7,Maintenance,Preventive Maintenancee,MNT,Maintenance,FINISHED
AEAD,2023,202327,MAINT,Maintenance,009-0430-00,2,1,DIESEL FORKLIFT 69511,430399,05-07-23 08:00,05-07-23 08:00,05-07-23 08:30,0,0.5,0.5,C28,Ageing,T1,Maintenance,P6,,CL7,Maintenance,Operations Support,MNT,Maintenance,FINISHED
AEAD,2023,202327,MAINT,Maintenance,003-0000-00,3,2,FINISHED GOODS STORE [ LOCATION],429938,04-07-23 08:52,05-07-23 10:30,05-07-23 12:48,25.6,2,2.3,C11,Modifications,T1,Maintenance,P7,,CL7,Maintenance,Operations Support,MNT,Maintenance,FINISHED
AEAD,2023,202327,MAINT,Maintenance,004-0000-00,3,2,FACTORY [ LOCATION ],430744,06-07-23 08:00,06-07-23 08:00,06-07-23 08:00,0,,0,C12,Timebased Maintenance,T1,Maintenance,P3,,CL7,Maintenance,Preventive Maintenancee,MNT,Maintenance,FINISHED
AEAD,2023,202327,MAINT,Maintenance,004-0445-00,1,2,DEVREE  AUTOMATIC FILLING M/C,414566,27-04-23 10:45,06-07-23 08:00,06-07-23 08:00,1677.2,3,0,C28,Ageing,T1,Maintenance,P6,,CL7,Maintenance,Operations Support,MNT,Maintenance,FINISHED
AEAD,2023,202327,MAINT,Maintenance,004-0247-05,2,1,ELECTRICAL PANEL FOR AGITATOR-247,791272,01-04-22 07:59,06-07-23 08:00,06-07-23 08:00,11064,1,0,C12,Timebased Maintenance,T1,Maintenance,P3,,CL7,Maintenance,Preventive Maintenancee,MNT,Maintenance,FINISHED
AEAD,2023,202327,MAINT,Maintenance,004-0245-00,1,1,"WISPERSOR ,",791270,01-04-22 07:59,06-07-23 08:00,06-07-23 08:00,11064,1,0,C12,Timebased Maintenance,T1,Maintenance,P3,,CL7,Maintenance,Preventive Maintenancee,MNT,Maintenance,FINISHED
AEAD,2023,202327,MAINT,Maintenance,004-0246-02,1,1,ELECTRICAL PANEL FOR 246-AGITATOR,791271,01-04-22 07:59,06-07-23 08:00,06-07-23 08:00,11064,1,0,C12,Timebased Maintenance,T1,Maintenance,P3,,CL7,Maintenance,Preventive Maintenancee,MNT,Maintenance,FINISHED
AEAD,2023,202327,MAINT,Maintenance,004-0202-00,1,1,DISSOLVER[FLOOR MOUNTED],791240,01-04-22 07:59,06-07-23 08:00,06-07-23 08:00,11064,1.5,0,C12,Timebased Maintenance,T1,Maintenance,P3,,CL7,Maintenance,Preventive Maintenancee,MNT,Maintenance,FINISHED
AEAD,2023,202327,MAINT,Maintenance,004-0200-00,1,1,DISSOLVER,791238,01-04-22 07:59,06-07-23 08:00,06-07-23 08:00,11064,1.5,0,C12,Timebased Maintenance,T1,Maintenance,P3,,CL7,Maintenance,Preventive Maintenancee,MNT,Maintenance,FINISHED
AEAD,2023,202327,MAINT,Maintenance,004-0105-00,2,2,RUSSELL FILTER,791214,01-04-22 07:59,06-07-23 08:00,06-07-23 08:00,11064,2,0,C12,Timebased Maintenance,T1,Maintenance,P3,,CL7,Maintenance,Preventive Maintenancee,MNT,Maintenance,FINISHED
AEAD,2023,202327,MAINT,Maintenance,004-0000-00,3,2,FACTORY [ LOCATION ],430671,06-07-23 11:35,06-07-23 13:49,06-07-23 13:49,2.2,2,0,C11,Modifications,T1,Maintenance,P7,,CL7,Maintenance,Operations Support,MNT,Maintenance,FINISHED
AEAD,2023,202327,MAINT,Maintenance,004-0173-00,2,2,HIGH PRESSURE CLEANER PORTABLE,430682,06-07-23 11:55,06-07-23 15:00,06-07-23 16:00,3.1,1.5,1,C28,Ageing,T1,Maintenance,P6,,CL7,Maintenance,Operations Support,MNT,Maintenance,FINISHED
AEAD,2023,202327,MAINT,Maintenance,003-0415-00,2,2,DIESEL FORKLIFT 66752,427065,19-06-23 14:31,07-07-23 08:00,07-07-23 08:00,425.5,,0,C23,Condition based maintenanced,T1,Maintenance,P6,,CL7,Maintenance,Operations Support,MNT,Maintenance,FINISHED
AEAD,2023,202327,MAINT,Maintenance,004-0248-05,2,1,ELECTRICAL PANEL FOR 248-AGITATOR,791273,01-04-22 07:59,07-07-23 08:00,07-07-23 08:00,11088,1,0,C12,Timebased Maintenance,T1,Maintenance,P3,,CL7,Maintenance,Preventive Maintenancee,MNT,Maintenance,FINISHED
AEAD,2023,202327,MAINT,Maintenance,004-0458-00,1,1,HYDRAULIC LIFT 2TON,791274,01-04-22 07:59,07-07-23 08:00,07-07-23 08:00,11088,4,0,C12,Timebased Maintenance,T1,Maintenance,P3,,CL7,Maintenance,Preventive Maintenancee,MNT,Maintenance,FINISHED
AEAD,2023,202327,MAINT,Maintenance,004-0461-00,1,1,ZINC SILICATE DISSOLVER (160KW),791275,01-04-22 07:59,07-07-23 08:00,07-07-23 08:00,11088,1,0,C12,Timebased Maintenance,T1,Maintenance,P3,,CL7,Maintenance,Preventive Maintenancee,MNT,Maintenance,FINISHED
AEAD,2023,202327,MAINT,Maintenance,011-0100-00,0,1,"EXHAUST ROOF FAN, CANTEEN",791223,01-04-22 07:59,07-07-23 08:00,07-07-23 08:00,11088,1,0,C12,Timebased Maintenance,T1,Maintenance,P3,,CL7,Maintenance,Preventive Maintenancee,MNT,Maintenance,FINISHED
AEAD,2023,202327,MAINT,Maintenance,011-0101-00,0,1,"EXHAUST ROOF FAN, CANTEEN",791224,01-04-22 07:59,07-07-23 08:00,07-07-23 08:00,11088,1,0,C12,Timebased Maintenance,T1,Maintenance,P3,,CL7,Maintenance,Preventive Maintenancee,MNT,Maintenance,FINISHED
AEAD,2023,202327,MAINT,Maintenance,004-0544-00,2,1,INSTRUMENTS CALIBRATION,791227,01-04-22 07:59,07-07-23 08:00,07-07-23 08:00,11088,4,0,C12,Timebased Maintenance,T1,Maintenance,P3,,CL7,Maintenance,Preventive Maintenancee,MNT,Maintenance,FINISHED
AEAD,2023,202328,MAINT,Maintenance,004-0000-00,3,2,FACTORY [ LOCATION ],430295,05-07-23 11:28,10-07-23 08:00,10-07-23 08:00,116.5,1.5,0,C23,Condition based maintenanced,T1,Maintenance,P6,,CL7,Maintenance,Operations Support,MNT,Maintenance,FINISHED
AEAD,2023,202328,MAINT,Maintenance,003-0420-00,2,2,INDUSTRIAL PALLET TRUCK 6737185,426072,15-06-23 10:23,10-07-23 08:00,10-07-23 08:00,597.6,,0,C23,Condition based maintenanced,T1,Maintenance,P6,,CL7,Maintenance,Operations Support,MNT,Maintenance,FINISHED
AEAD,2023,202328,MAINT,Maintenance,004-0200-02,1,2,"DISSOLVER TANK , SS 2000LTR",423519,06-06-23 09:46,03-07-23 08:00,10-07-23 08:00,646.2,1.5,168,C4,Lack of cleaning.,T1,Maintenance,P9,,CL7,Maintenance,Operations Support,MNT,Maintenance,FINISHED
AEAD,2023,202328,MAINT,Maintenance,004-0229-00,2,2,PORTABLE MIXER,791280,01-04-22 07:59,10-07-23 08:00,10-07-23 08:00,11160,1,0,C12,Timebased Maintenance,T1,Maintenance,P3,,CL7,Maintenance,Preventive Maintenancee,MNT,Maintenance,FINISHED
AEAD,2023,202328,MAINT,Maintenance,004-0206-00,1,1,"AGITATOR , CONSTANT SPEED",791243,01-04-22 07:59,10-07-23 08:00,10-07-23 08:00,11160,3,0,C12,Timebased Maintenance,T1,Maintenance,P3,,CL7,Maintenance,Preventive Maintenancee,MNT,Maintenance,FINISHED
AEAD,2023,202328,MAINT,Maintenance,003-0000-00,3,2,FINISHED GOODS STORE [ LOCATION],429935,04-07-23 08:48,10-07-23 09:00,10-07-23 10:00,144.2,1,1,C23,Condition based maintenanced,T1,Maintenance,P6,,CL7,Maintenance,Operations Support,MNT,Maintenance,FINISHED
AEAD,2023,202328,MAINT,Maintenance,004-0005-00,0,2,TINTING FILLING-EARTHING CLAMPS,791213,01-04-22 07:59,10-07-23 09:00,10-07-23 10:30,11161,3.5,1.5,C12,Timebased Maintenance,T1,Maintenance,P3,,CL7,Maintenance,Preventive Maintenancee,MNT,Maintenance,FINISHED
AEAD,2023,202328,MAINT,Maintenance,004-0003-00,0,2,TINTING- EARTHING CLAMPS,791216,01-04-22 07:59,10-07-23 10:00,10-07-23 13:00,11162,4,3,C12,Timebased Maintenance,T1,Maintenance,P3,,CL7,Maintenance,Preventive Maintenancee,MNT,Maintenance,FINISHED
AEAD,2023,202328,MAINT,Maintenance,004-0244-00,1,1,WISPERSOR,431564,11-07-23 08:00,11-07-23 08:00,11-07-23 08:00,0,1,0,C11,Modifications,T1,Maintenance,P7,,CL7,Maintenance,Operations Support,MNT,Maintenance,FINISHED
AEAD,2023,202328,MAINT,Maintenance,004-0000-00,3,2,FACTORY [ LOCATION ],427460,20-06-23 15:51,11-07-23 08:00,11-07-23 08:00,496.1,,0,C11,Modifications,T1,Maintenance,P7,,CL7,Maintenance,Operations Support,MNT,Maintenance,FINISHED
AEAD,2023,202328,MAINT,Maintenance,009-0000-00,3,3,WARE HOUSE 2 [LOCATION],426062,15-06-23 09:55,11-07-23 08:00,11-07-23 08:00,622.1,0.5,0,C23,Condition based maintenanced,T1,Maintenance,P6,,CL7,Maintenance,Operations Support,MNT,Maintenance,FINISHED
AEAD,2023,202328,MAINT,Maintenance,003-0413-00,2,2,DIESEL FORKLIFT 45680,421750,29-05-23 15:59,11-07-23 08:00,11-07-23 08:00,1024,,0,C23,Condition based maintenanced,T1,Maintenance,P6,,CL7,Maintenance,Operations Support,MNT,Maintenance,FINISHED
AEAD,2023,202328,MAINT,Maintenance,004-0447-00,1,2,PNEUMATIC  PUMP  AND  FILTERING  GROUP,421046,25-05-23 14:22,11-07-23 08:00,11-07-23 08:00,1121.6,,0,C28,Ageing,T1,Maintenance,P4,,CL7,Maintenance,Operations Support,MNT,Maintenance,FINISHED
AEAD,2023,202328,MAINT,Maintenance,004-0470-00,1,1,HOT WATER CIRCULATION,791279,01-04-22 07:59,11-07-23 08:00,11-07-23 08:00,11184,2,0,C12,Timebased Maintenance,T1,Maintenance,P3,,CL7,Maintenance,Preventive Maintenancee,MNT,Maintenance,FINISHED
AEAD,2023,202328,MAINT,Maintenance,004-0468-02,1,1,"COOLING PUMP, REACTOR",791276,01-04-22 07:59,11-07-23 08:00,11-07-23 08:00,11184,2,0,C12,Timebased Maintenance,T1,Maintenance,P3,,CL7,Maintenance,Preventive Maintenancee,MNT,Maintenance,FINISHED
AEAD,2023,202328,MAINT,Maintenance,004-0469-00,1,1,INLINE HEATER,791278,01-04-22 07:59,11-07-23 08:00,11-07-23 08:00,11184,2,0,C12,Timebased Maintenance,T1,Maintenance,P3,,CL7,Maintenance,Preventive Maintenancee,MNT,Maintenance,FINISHED
AEAD,2023,202328,MAINT,Maintenance,004-0173-00,2,1,HIGH PRESSURE CLEANER PORTABLE,791236,01-04-22 07:59,11-07-23 08:00,11-07-23 08:00,11184,2,0,C12,Timebased Maintenance,T1,Maintenance,P3,,CL7,Maintenance,Preventive Maintenancee,MNT,Maintenance,FINISHED
AEAD,2023,202328,MAINT,Maintenance,004-0000-00,3,2,FACTORY [ LOCATION ],791226,01-04-22 07:59,11-07-23 08:00,11-07-23 08:00,11184,2,0,C12,Timebased Maintenance,T1,Maintenance,P3,,CL7,Maintenance,Preventive Maintenancee,MNT,Maintenance,FINISHED
AEAD,2023,202328,MAINT,Maintenance,004-0000-00,3,2,FACTORY [ LOCATION ],431643,11-07-23 08:00,11-07-23 08:00,11-07-23 09:00,0,1.5,1,C23,Condition based maintenanced,T1,Maintenance,P6,,CL7,Maintenance,Operations Support,MNT,Maintenance,FINISHED
AEAD,2023,202328,MAINT,Maintenance,022-0000-00,3,0,HR & FINANCE [ LOCATION],430743,06-07-23 14:23,11-07-23 08:00,11-07-23 09:00,113.6,1,1,C11,Modifications,T1,Maintenance,P7,,CL7,Maintenance,Operations Support,MNT,Maintenance,FINISHED
AEAD,2023,202328,MAINT,Maintenance,004-0000-00,3,2,FACTORY [ LOCATION ],422510,01-06-23 08:13,11-07-23 09:51,11-07-23 10:51,961.6,1,1,C23,Condition based maintenanced,T1,Maintenance,P6,,CL7,Maintenance,Operations Support,MNT,Maintenance,FINISHED
AEAD,2023,202328,MAINT,Maintenance,004-0244-00,1,1,WISPERSOR,431563,11-07-23 09:56,11-07-23 15:00,11-07-23 16:23,5.1,1.5,1.4,C5,Improper use,T1,Maintenance,P6,,CL7,Maintenance,Operations Support,MNT,Maintenance,FINISHED
AEAD,2023,202328,MAINT,Maintenance,004-0490-00,1,2,SUPERFLOW BUHLER MILL [AGITATOR MILL],431797,12-07-23 06:22,12-07-23 07:00,12-07-23 08:00,0.6,1,1,C4,Lack of cleaning.,T1,Maintenance,P6,,CL7,Maintenance,Operations Support,MNT,Maintenance,FINISHED
AEAD,2023,202328,MAINT,Maintenance,004-0000-00,3,2,FACTORY [ LOCATION ],430588,06-07-23 08:26,12-07-23 08:00,12-07-23 08:00,143.6,,0,C28,Ageing,T1,Maintenance,P6,,CL7,Maintenance,Operations Support,MNT,Maintenance,FINISHED
AEAD,2023,202328,MAINT,Maintenance,002-0000-00,3,,ADMIN. BUILDING [LOCATION],430048,04-07-23 14:00,12-07-23 08:00,12-07-23 08:00,186,,0,C28,Ageing,T1,Maintenance,P6,,CL7,Maintenance,Operations Support,MNT,Maintenance,FINISHED
AEAD,2023,202328,MAINT,Maintenance,004-0000-00,3,2,FACTORY [ LOCATION ],418458,15-05-23 13:02,12-07-23 08:00,12-07-23 08:00,1387,,0,C11,Modifications,T1,Maintenance,P7,,CL7,Maintenance,Operations Support,MNT,Maintenance,FINISHED
AEAD,2023,202328,MAINT,Maintenance,004-0000-00,3,,FACTORY [ LOCATION ],417317,10-05-23 08:44,12-07-23 08:00,12-07-23 08:00,1511.3,,0,C11,Modifications,T1,Maintenance,P4,,CL7,Maintenance,Operations Support,MNT,Maintenance,FINISHED
AEAD,2023,202328,MAINT,Maintenance,004-0000-00,3,2,FACTORY [ LOCATION ],417155,09-05-23 14:12,12-07-23 08:00,12-07-23 08:00,1529.8,,0,C11,Modifications,T1,Maintenance,P7,,CL7,Maintenance,Operations Support,MNT,Maintenance,FINISHED
AEAD,2023,202328,MAINT,Maintenance,003-0000-00,3,2,FINISHED GOODS STORE [ LOCATION],410204,04-04-23 21:56,12-07-23 08:00,12-07-23 08:00,2362.1,,0,C11,Modifications,T1,Maintenance,P7,,CL7,Maintenance,Operations Support,MNT,Maintenance,FINISHED
AEAD,2023,202328,MAINT,Maintenance,000-0015-00,2,1,METAL DIESEL TANK 1000 LTR CAPACITY,791346,01-04-22 07:59,12-07-23 08:00,12-07-23 08:00,11208,,0,C12,Timebased Maintenance,T1,Maintenance,P3,,CL7,Maintenance,Preventive Maintenancee,MNT,Maintenance,FINISHED
AEAD,2023,202328,MAINT,Maintenance,004-0468-03,2,1,"COLD WATER CIRCULATION PUMP, ZINC SILICATE",791277,01-04-22 07:59,12-07-23 08:00,12-07-23 08:00,11208,1,0,313,Preventive maintenance,T1,Maintenance,P3,,CL7,Maintenance,Preventive Maintenancee,MNT,Maintenance,FINISHED
AEAD,2023,202328,MAINT,Maintenance,003-0102-00,2,2,PORT-A-COOL M/C,791232,01-04-22 07:59,12-07-23 08:00,12-07-23 08:00,11208,1,0,C12,Timebased Maintenance,T1,Maintenance,P3,,CL7,Maintenance,Preventive Maintenancee,MNT,Maintenance,FINISHED
AEAD,2023,202328,MAINT,Maintenance,004-0125-00,1,1,AIR DRYER,791228,01-04-22 07:59,12-07-23 08:00,12-07-23 08:00,11208,1,0,C12,Timebased Maintenance,T1,Maintenance,P3,,CL7,Maintenance,Preventive Maintenancee,MNT,Maintenance,FINISHED
AEAD,2023,202328,MAINT,Maintenance,004-0004-00,0,2,FILLING PRODUCTION EARTHING CLAMPS,791217,01-04-22 07:59,12-07-23 08:00,12-07-23 08:00,11208,6,0,C12,Timebased Maintenance,T1,Maintenance,P3,,CL7,Maintenance,Preventive Maintenancee,MNT,Maintenance,FINISHED
AEAD,2023,202328,MAINT,Maintenance,002-0000-00,3,0,ADMIN. BUILDING [LOCATION],431910,12-07-23 09:00,12-07-23 09:00,12-07-23 11:00,0,2,2,C23,Condition based maintenanced,T1,Maintenance,P6,,CL7,Maintenance,Operations Support,MNT,Maintenance,FINISHED
AEAD,2023,202328,MAINT,Maintenance,000-0006-00,2,2,MAIN GATE-01,431955,12-07-23 12:30,12-07-23 12:30,12-07-23 12:30,0,,0,C11,Modifications,T1,Maintenance,P7,,CL7,Maintenance,Operations Support,MNT,Maintenance,FINISHED
AEAD,2023,202328,MAINT,Maintenance,011-0000-00,3,2,CANTEEN [LOCATION],431966,12-07-23 13:06,12-07-23 14:00,12-07-23 14:30,0.9,0.5,0.5,C5,Improper use,T1,Maintenance,P4,,CL7,Maintenance,Operations Support,MNT,Maintenance,FINISHED
AEAD,2023,202328,MAINT,Maintenance,004-0000-00,3,1,FACTORY [ LOCATION ],431871,12-07-23 09:42,12-07-23 13:34,12-07-23 14:34,3.9,1,1,C1,Run to Fail,T1,Maintenance,P4,,CL7,Maintenance,Operations Support,MNT,Maintenance,FINISHED
AEAD,2023,202328,MAINT,Maintenance,011-0000-00,3,2,CANTEEN [LOCATION],431968,12-07-23 13:09,12-07-23 15:30,12-07-23 16:00,2.4,0.5,0.5,C11,Modifications,T1,Maintenance,P7,,CL7,Maintenance,Operations Support,MNT,Maintenance,FINISHED
AEAD,2023,202328,MAINT,Maintenance,003-0416-00,2,2,INDUSTRIAL PALLET TRUCK 6531263,432123,13-07-23 07:42,13-07-23 08:00,13-07-23 08:00,0.3,1,0,C28,Ageing,T1,Maintenance,P4,,CL7,Maintenance,Operations Support,MNT,Maintenance,FINISHED
AEAD,2023,202328,MAINT,Maintenance,000-0000-00,3,2,SITE AREA EXTERNAL [LOCATION],418355,15-05-23 09:04,13-07-23 08:00,13-07-23 08:00,1414.9,,0,C11,Modifications,T1,Maintenance,P7,,CL7,Maintenance,Operations Support,MNT,Maintenance,FINISHED
AEAD,2023,202328,MAINT,Maintenance,003-0101-00,2,2,PORT-A-COOL M/C,791231,01-04-22 07:59,13-07-23 08:00,13-07-23 08:00,11232,1,0,313,Preventive maintenance,T1,Maintenance,P3,,CL7,Maintenance,Preventive Maintenancee,MNT,Maintenance,FINISHED
AEAD,2023,202328,MAINT,Maintenance,003-0103-00,2,2,PORT-A-COOL M/C,791233,01-04-22 07:59,13-07-23 08:00,13-07-23 08:00,11232,1,0,C12,Timebased Maintenance,T1,Maintenance,P3,,CL7,Maintenance,Preventive Maintenancee,MNT,Maintenance,FINISHED
AEAD,2023,202328,MAINT,Maintenance,004-0318-00,1,1,DEVREE FILLING M/C,791234,01-04-22 07:59,13-07-23 08:00,13-07-23 08:00,11232,1,0,C12,Timebased Maintenance,T1,Maintenance,P3,,CL7,Maintenance,Preventive Maintenancee,MNT,Maintenance,FINISHED
AEAD,2023,202328,MAINT,Maintenance,004-0177-00,2,2,ADDTIVE STATION REXSON COLOUR WEIGH,791237,01-04-22 07:59,13-07-23 08:00,13-07-23 08:00,11232,1,0,C12,Timebased Maintenance,T1,Maintenance,P3,,CL7,Maintenance,Preventive Maintenancee,MNT,Maintenance,FINISHED
AEAD,2023,202328,MAINT,Maintenance,004-0241-00,1,0,DISSOLVER,432185,13-07-23 10:50,13-07-23 11:00,13-07-23 12:00,0.2,1,1,C28,Ageing,T1,Maintenance,P6,,CL7,Maintenance,Operations Support,MNT,Maintenance,FINISHED
AEAD,2023,202328,MAINT,Maintenance,011-0000-00,3,2,CANTEEN [LOCATION],431964,12-07-23 13:03,13-07-23 13:00,13-07-23 14:00,23.9,1,1,C23,Condition based maintenanced,T1,Maintenance,P8,,CL7,Maintenance,Operations Support,MNT,Maintenance,FINISHED
AEAD,2023,202328,MAINT,Maintenance,004-0200-00,1,1,DISSOLVER,421036,25-05-23 14:01,14-07-23 08:00,14-07-23 08:00,1194,0.5,0,C5,Improper use,T1,Maintenance,P4,,CL7,Maintenance,Operations Support,MNT,Maintenance,FINISHED
AEAD,2023,202328,MAINT,Maintenance,004-0245-00,1,1,"WISPERSOR ,",791247,01-04-22 07:59,14-07-23 08:00,14-07-23 08:00,11256,1,0,C12,Timebased Maintenance,T1,Maintenance,P3,,CL7,Maintenance,Preventive Maintenancee,MNT,Maintenance,FINISHED
AEAD,2023,202328,MAINT,Maintenance,004-0106-00,2,2,RUSSELL FILTER,791230,01-04-22 07:59,14-07-23 08:00,14-07-23 08:00,11256,2,0,C12,Timebased Maintenance,T1,Maintenance,P3,,CL7,Maintenance,Preventive Maintenancee,MNT,Maintenance,FINISHED
AEAD,2023,202328,MAINT,Maintenance,004-0423-04,2,2,AIR HANDLING UNIT FILLING,432351,14-07-23 06:15,14-07-23 08:00,14-07-23 09:00,1.7,1,1,C23,Condition based maintenanced,T1,Maintenance,P6,,CL7,Maintenance,Operations Support,MNT,Maintenance,FINISHED
AEAD,2023,202328,MAINT,Maintenance,004-0201-00,1,1,DISSOLVER,791222,01-04-22 07:59,14-07-23 08:00,15-07-23 14:00,11256,21,30,C12,Timebased Maintenance,T1,Maintenance,P3,,CL7,Maintenance,Preventive Maintenancee,MNT,Maintenance,FINISHED
AEAD,2023,202329,MAINT,Maintenance,010-0417-00,2,2,"PORTABLE POT,SS,600LTR",433632,17-07-23 08:00,17-07-23 08:00,17-07-23 08:00,0,1,0,C5,Improper use,T1,Maintenance,P6,,CL7,Maintenance,Operations Support,MNT,Maintenance,FINISHED
AEAD,2023,202329,MAINT,Maintenance,004-0000-00,3,2,FACTORY [ LOCATION ],431954,12-07-23 12:29,17-07-23 08:00,17-07-23 08:00,115.5,,0,C28,Ageing,T1,Maintenance,P4,,CL7,Maintenance,Operations Support,MNT,Maintenance,FINISHED
AEAD,2023,202329,MAINT,Maintenance,008-0000-00,3,0,PRODUCTION OFFICE AREA [LOCATION ],427584,21-06-23 07:21,17-07-23 08:00,17-07-23 08:00,624.6,,0,C28,Ageing,T1,Maintenance,P6,,CL7,Maintenance,Operations Support,MNT,Maintenance,FINISHED
AEAD,2023,202329,MAINT,Maintenance,010-0103-00,1,2,SOLVENT DISTILLATION UNIT,791306,01-04-22 07:59,17-07-23 08:00,17-07-23 08:00,11328,1,0,C12,Timebased Maintenance,T1,Maintenance,P3,,CL7,Maintenance,Preventive Maintenancee,MNT,Maintenance,FINISHED
AEAD,2023,202329,MAINT,Maintenance,004-0457-00,1,1,HYDRAULIC LIFT 2TON,791263,01-04-22 07:59,17-07-23 08:00,17-07-23 08:00,11328,2,0,C12,Timebased Maintenance,T1,Maintenance,P3,,CL7,Maintenance,Preventive Maintenancee,MNT,Maintenance,FINISHED
AEAD,2023,202329,MAINT,Maintenance,004-0227-00,2,2,STATIONARY MIXER,791253,01-04-22 07:59,17-07-23 08:00,17-07-23 08:00,11328,1,0,C12,Timebased Maintenance,T1,Maintenance,P3,,CL7,Maintenance,Preventive Maintenancee,MNT,Maintenance,FINISHED
AEAD,2023,202329,MAINT,Maintenance,000-0008-00,2,1,OFF LOADING RAMP,791256,01-04-22 07:59,17-07-23 08:00,17-07-23 08:00,11328,1,0,C12,Timebased Maintenance,T1,Maintenance,P3,,CL7,Maintenance,Preventive Maintenancee,MNT,Maintenance,FINISHED
AEAD,2023,202329,MAINT,Maintenance,004-0238-00,1,2,"AGITATOR , VARIABLE  SPEED",791246,01-04-22 07:59,17-07-23 08:00,17-07-23 08:00,11328,1,0,C12,Timebased Maintenance,T1,Maintenance,P3,,CL7,Maintenance,Preventive Maintenancee,MNT,Maintenance,FINISHED
AEAD,2023,202329,MAINT,Maintenance,004-0201-00,1,1,DISSOLVER,791249,01-04-22 07:59,17-07-23 08:00,17-07-23 08:00,11328,2,0,C12,Timebased Maintenance,T1,Maintenance,P3,,CL7,Maintenance,Preventive Maintenancee,MNT,Maintenance,FINISHED
AEAD,2023,202329,MAINT,Maintenance,004-0224-00,1,1,SUPERMILL,791250,01-04-22 07:59,17-07-23 08:00,17-07-23 08:00,11328,1,0,C12,Timebased Maintenance,T1,Maintenance,P3,,CL7,Maintenance,Preventive Maintenancee,MNT,Maintenance,FINISHED
AEAD,2023,202329,MAINT,Maintenance,004-0226-00,2,2,STATIONARY MIXER,791252,01-04-22 07:59,17-07-23 08:00,17-07-23 08:00,11328,1,0,C12,Timebased Maintenance,T1,Maintenance,P3,,CL7,Maintenance,Preventive Maintenancee,MNT,Maintenance,FINISHED
AEAD,2023,202329,MAINT,Maintenance,004-0201-00,1,1,DISSOLVER,791239,01-04-22 07:59,17-07-23 08:00,17-07-23 08:00,11328,1,0,C12,Timebased Maintenance,T1,Maintenance,P3,,CL7,Maintenance,Preventive Maintenancee,MNT,Maintenance,FINISHED
AEAD,2023,202329,MAINT,Maintenance,004-0212-00,1,2,"AGITATOR , CONSTANT SPEED",791245,01-04-22 07:59,17-07-23 08:00,17-07-23 08:00,11328,1,0,C12,Timebased Maintenance,T1,Maintenance,P3,,CL7,Maintenance,Preventive Maintenancee,MNT,Maintenance,FINISHED
AEAD,2023,202329,MAINT,Maintenance,004-0172-00,2,2,HIGH PRESSURE CLEANING MACHINE,791235,01-04-22 07:59,17-07-23 08:00,17-07-23 08:00,11328,2,0,C12,Timebased Maintenance,T1,Maintenance,P3,,CL7,Maintenance,Preventive Maintenancee,MNT,Maintenance,FINISHED
AEAD,2023,202329,MAINT,Maintenance,004-0427-00,2,2,4LTR PRESSING  UNIT,432798,17-07-23 10:09,17-07-23 10:09,17-07-23 11:49,0,1.5,1.7,C5,Improper use,T1,Maintenance,P4,,CL7,Maintenance,Operations Support,MNT,Maintenance,FINISHED
AEAD,2023,202329,MAINT,Maintenance,003-0000-00,3,2,FINISHED GOODS STORE [ LOCATION],430089,04-07-23 17:30,18-07-23 08:00,18-07-23 08:00,326.5,,0,C12,Timebased Maintenance,T1,Maintenance,P3,,CL7,Maintenance,Preventive Maintenancee,MNT,Maintenance,FINISHED
AEAD,2023,202329,MAINT,Maintenance,004-0200-02,1,0,"DISSOLVER TANK , SS 2000LTR",427778,21-06-23 14:28,18-07-23 08:00,18-07-23 08:00,641.5,,0,C28,Ageing,T1,Maintenance,P6,,CL7,Maintenance,Operations Support,MNT,Maintenance,FINISHED
AEAD,2023,202329,MAINT,Maintenance,004-0546-00,2,2,FIRE DOOR SLIDING Inspection,791281,01-04-22 07:59,18-07-23 08:00,18-07-23 08:00,11352,1,0,C12,Timebased Maintenance,T1,Maintenance,P3,,CL7,Maintenance,Preventive Maintenancee,MNT,Maintenance,FINISHED
AEAD,2023,202329,MAINT,Maintenance,004-0239-00,1,2,"AGITATOR , VARIABLE  SPEED",791267,01-04-22 07:59,18-07-23 08:00,18-07-23 08:00,11352,1,0,C12,Timebased Maintenance,T1,Maintenance,P3,,CL7,Maintenance,Preventive Maintenancee,MNT,Maintenance,FINISHED
AEAD,2023,202329,MAINT,Maintenance,004-0203-00,2,1,DISSOLVER[FLOOR MOUNTED],791241,01-04-22 07:59,18-07-23 08:00,18-07-23 08:00,11352,1,0,C12,Timebased Maintenance,T1,Maintenance,P3,,CL7,Maintenance,Preventive Maintenancee,MNT,Maintenance,FINISHED
